generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
240,353,0.00013183540096883085,0.00015578501129112258,0.00015189756429757981,4.074381393706989e-06
241,356,0.00013946186307885823,0.00015578501129112258,0.00015179868152115602,3.8088134355122893e-06
242,359,0.0001313869951789259,0.00015578501129112258,0.0001518139468696114,3.887277404026159e-06
243,338,0.0001313869951789259,0.00015536299978213442,0.0001520266078530343,3.743616268560473e-06
244,342,0.00013715473535554274,0.00015536299978213442,0.00015218062917703656,3.7915613443717875e-06
245,340,0.00013715473535554274,0.00015536299978213442,0.00015233508201129825,3.764961263322966e-06
246,339,0.0001294768027986101,0.00015536299978213442,0.0001522048718917382,3.858532023869421e-06
247,353,0.0001294768027986101,0.0001574893262743753,0.0001523064963946448,3.912273483921966e-06
248,335,0.0001294768027986101,0.0001574893262743753,0.00015242436724769606,3.543883422444864e-06
249,352,0.00013516921014883977,0.0001574893262743753,0.00015268116090153393,3.227164830322414e-06
250,361,0.00013516921014883977,0.0001574893262743753,0.000152695586224358,3.2576890546020236e-06
251,351,0.00013516921014883977,0.0001574893262743753,0.00015267809443596572,3.477829771584117e-06
252,333,0.00013840105156590933,0.0001574893262743753,0.00015284200433138975,3.2203410747861186e-06
253,344,0.00013840105156590933,0.0001574893262743753,0.00015265879203121087,3.585216154244126e-06
254,329,0.00013611180820265634,0.0001574893262743753,0.00015272214516529904,3.5836455315668094e-06
255,342,0.00013611180820265634,0.0001574893262743753,0.00015282111309831663,3.427773305424936e-06
256,323,0.00013790338748722916,0.0001574893262743753,0.0001528018157695913,3.462857580475525e-06
257,351,0.00013790338748722916,0.0001574893262743753,0.0001526868988992159,3.525282082486466e-06
258,350,0.00013790338748722916,0.0001574893262743753,0.00015265856439104718,3.604438071671219e-06
259,324,0.00013790338748722916,0.0001574893262743753,0.00015251881295276902,3.6921967804111207e-06
260,341,0.00013863603455841871,0.0001574893262743753,0.00015253728740665466,3.6541455858449822e-06
261,344,0.0001391550052291074,0.0001574893262743753,0.00015240143810489278,3.5777691629790083e-06
262,348,0.0001391550052291074,0.0001574893262743753,0.00015249109437480565,3.4326851640986698e-06
263,339,0.0001349472665921979,0.0001574893262743753,0.00015262294059070834,3.168685268121973e-06
264,336,0.0001347863655115751,0.0001574893262743753,0.00015244143140839562,3.2867963661421577e-06
265,335,0.0001349472665921979,0.0001574893262743753,0.0001526565117027607,3.2926105591534586e-06
266,312,0.0001391550052291074,0.0001574893262743753,0.00015253085265622368,3.2217828225573747e-06
267,337,0.00013400552662766146,0.0001574893262743753,0.000152406142940822,3.3803003339106395e-06
268,340,0.0001378677973572501,0.0001574893262743753,0.00015269766672838643,3.05536726626547e-06
269,344,0.00013725077972864973,0.00015536299978213442,0.00015249205984657426,3.3139927010460405e-06
270,356,0.00013715473535554274,0.00015536299978213442,0.00015246974610557578,3.35857549418856e-06
271,335,0.0001371356793181745,0.00015536299978213442,0.00015238096375494057,3.425047016997543e-06
272,342,0.0001371356793181745,0.00015536299978213442,0.00015259945174099426,3.5408086876549245e-06
273,335,0.0001371356793181745,0.00015536299978213442,0.00015258232181855744,3.547599203020408e-06
274,338,0.0001371356793181745,0.00015536299978213442,0.0001523616012363413,3.818764628567399e-06
275,339,0.0001371356793181745,0.00015536299978213442,0.00015224584894105395,3.999809719237162e-06
276,344,0.0001371356793181745,0.00015536299978213442,0.00015174931679105548,4.327790220518541e-06
277,335,0.00013668092825645055,0.00015536299978213442,0.00015199622024251615,4.012535495044915e-06
278,341,0.00013668092825645055,0.00015536299978213442,0.0001517737654486861,4.34942325689757e-06
279,339,0.00013668092825645055,0.00015536299978213442,0.0001519946928391045,4.359393134383809e-06
280,343,0.00013668092825645055,0.00015536299978213442,0.0001520664061081291,4.50129218740893e-06
281,334,0.00013668092825645055,0.00015661793517310284,0.00015227196141571345,4.132984752327766e-06
282,351,0.00013668092825645055,0.00015536299978213442,0.00015215048202948595,4.192085613137619e-06
283,356,0.00013668092825645055,0.00015536299978213442,0.00015224557632507386,4.185933253205448e-06
284,348,0.0001349472665921979,0.00015536299978213442,0.0001521252871913635,4.245892803152543e-06
285,337,0.0001349472665921979,0.00015536299978213442,0.00015238744132199891,4.081498311200622e-06
286,326,0.00013675475102339855,0.00015536299978213442,0.00015207674668590003,4.020485783594937e-06
287,349,0.00013675475102339855,0.00015536299978213442,0.00015241985735097943,3.5312600772475537e-06
288,336,0.00013675475102339855,0.00015543673156736323,0.00015251388481086662,3.206553636714246e-06
289,340,0.00013675475102339855,0.00015536299978213442,0.00015257009067828905,3.182907962867103e-06
290,330,0.00013611180820265634,0.00015536299978213442,0.00015265395560409167,2.994979677748827e-06
291,333,0.00013611180820265634,0.00015536299978213442,0.00015249259468456676,3.1760062874788965e-06
292,333,0.00013611180820265634,0.00015536299978213442,0.00015256866139933917,3.2428598062296183e-06
293,329,0.00013611180820265634,0.00015536299978213442,0.00015256948504593185,3.623479086490275e-06
294,346,0.00013611180820265634,0.00015578501129112258,0.0001530391322889724,2.935397742482735e-06
295,338,0.00013790338748722916,0.00015601011877047568,0.00015315202088561188,2.8522001276003703e-06
296,338,0.00013790338748722916,0.00015578501129112258,0.00015283966489749106,3.4654864794921607e-06
297,340,0.00013790338748722916,0.00015578501129112258,0.00015291333011069658,3.5275242995723735e-06
298,338,0.00013573019440578143,0.00015536299978213442,0.0001527317268951346,3.926674091385935e-06
299,344,0.00013415269554478972,0.00015536299978213442,0.0001527376120502772,4.10882396610803e-06
